Il n'y a plus que trois jours () le départ.	正解はavant。jusqu'àは継続的動作を伴う
"2008年秋季 (3)	Jean a raté son concours.  Il est encore (     ) le choc."	sous
"2008年秋季 (4)	Tiens, ta cravate est (     ) travers !"	de
"2008年秋季 (5)	Tu veux que je lui parle ? Non merci, ça ne m'arrange (     ) rien."	en
2008年秋季 Claude tient un bar dans une petite commune d'environ 3 000 habitants, située à 60 kilomètres de Toulouse.  Samedi dernier, deux gendarmes sont venus l'interroger, l'accusant d'(1 laisser) une cliente fumer paisiblement une cigarette dans son établissement.	(1) avoir laissé
2008年秋季 L'intervention n'était pas vraiment une surprise.  Claude avait en effet déclaré à la mairie qu'il (2 entendre) défier le décret antitabac*.  Selon lui, l'interdiction de fumer (3 signifier) la mort des commerces ruraux, car elle risque d'entraîner une perte de 30 % à 40 % du chiffre d'affaires des patrons de bar-tabac ruraux.	(2) entendait(3) signifie
2008年秋季 Claude a donc refusé de signer le procès-verbal des gendarmes et il leur a annoncé que sa femme et lui (4 se mettre) en grève de la faim à partir du lundi suivant.  « Le président, avant d'être élu, a lui-même évoqué la possibilité de prendre une mesure d'exception pour les commerces situés dans les petits villages », rappelle-t-il.  « Je demande qu'il (5 tenir) ses engagements. » *décret antitabac : 反喫煙法	(4) se mettraient     (5) tienne
"2007年秋季 (1)	A : Ce député s'est montré favorable à la politique étrangère du gouvernement. B : Ce député s'est prononcé en (     ) de la politique étrangère du gouvernement."	(1) faveur
"2007年秋季 (2)	A : Comment avez-vous été convaincu de votre succès ? B: D'où vous est venue la (     ) de votre succès ?"	(2) conviction
"2007年秋季 (3)	A : Le docteur lui a conseillé de ne plus travailler excessivement. B : Le docteur lui a dit : « Vous pouvez travailler, mais sans (     ).»"	(3) excès
"2007年秋季 (4)	A : Nous allons embarquer à 15 heures. B : Notre (     ) est prévu pour 15 heures."	(4) embarquement
"2007年秋季 (5)	A : On ne sait pas s'il guérira. B : Nous ne sommes pas sûrs de sa (     )."	(5) guérison
"2007年秋季 (1)	A : Au premier (     ) de la photo, vous pouvez voir ma maison. B : Vous avez un (     ) de Tokyo sur vous ?"	"plan  ""sur vous""は「あなたの身につけている」という意味です。この文脈では、""plan de Tokyo""（東京の地図）を持っているかどうかを尋ねています。""sur vous""は、何か物や情報が身につけている状態であることを示す表現です。"
"2007年秋季 (2)	A : Avec cette théière, c'est facile de (     ) le thé. B : Hier, le patron a oublié de me (     ) mon salaire."	verser
"2007年秋季 (3)	A : Comment voulez-vous votre steak ?       À (     ). B : Maintenant, il faut faire le (     ) sur ce problème."	point
"2007年秋季 (4)	A : Il est cassé, cet appareil ?       Non, il n'y a pas de (     ), c'est tout. B : Ne trouvant plus de place dans la bibliothèque, il a mis des livres en (     )."	pile
"2007年秋季 (5)	A : Ma grand-mère aimait (     ) tard quand je vivais avec elle. B : Tu dois (     ) à ce que les animaux ne sortent pas à ton insu."	veiller
"2007年秋季 (1)	Après la mort de sa femme, il s'est pris de passion (     ) la peinture."	pour
"2007年秋季 (2)	Ce vieux piano fonctionne encore (     ) la perfection."	à
"2007年秋季 (3)	En Afrique, les Éthiopiens ont été (     ) les premiers à disposer de leur propre écriture."	parmi
"2007年秋季 (4)	La discussion a dégénéré (     ) coups de poing."	en  「La discussion a dégénéré en coups de poing.」という表現で、「en」は「～に変わる」「～になる」という意味を持ちます。この文では、議論が次第に激しさを増し、最終的には物理的な暴力行為である「coups de poing（拳での打撃）」に発展したことを示しています。
"2007年秋季 (5)	Mon père a commandé un costume (     ) mesure."	sur
2007年秋季 Au Portugal, une femme de 77 ans s'en est sortie sans une blessure après être passée sous un train, a rapporté lundi le quotidien Jornal de Noticias.  Ana Medeiros a glissé en (1 traverser) la voie ferrée(線路) près de sa maison, et n'a pas réussi à se relever en raison de l'arthrite(関節炎) dont elle souffre.  Elle s'est alors assise au milieu de la voie, attendant que quelqu'un passe, mais, voyant un train approcher, elle (2 s'allonger) après avoir adressé en vain des signes au conducteur, a-t-elle expliqué au journal.  « Je me suis mise à prier Dieu.  Mais quand j'ai vu que le train (3 commencer) à me passer dessus sans me toucher, j'ai réalisé que j'étais saine et sauve. »	(1) traversant(2) s'est allongée(3) commençait
2007年秋季 Le train s'est finalement arrêté au bout de quelques dizaines de mètres et le conducteur est venu aider la vieille dame à sortir de sous un des wagons.  « Il avait l'air vraiment étonné de me voir vivante.  Et moi aussi !  Si j'avais bougé à ce moment-là, je (4 se faire) écraser par le train et je n'aurais jamais pu revoir mes enfants et mes petits-enfants », a-t-elle dit, concluant : « Je suis très heureuse d'(5 survivre) ! »	(4) me serais fait(5) avoir survécu
2012年秋季実用フランス語検定準1級 Au Québec, une dame a fait ne chute à son domicile et s'est caddé le fémur(大腿骨). A couse de le douler atroce, elle (1. s'évanouir). Mais c'était sans comper sur Johnny, son chien, qui lui a fait reprendre ses esprits en léchant(なめる) le visage de sa maîtresse éterndue sur le sol.	1. s'est évanouie 時制は過去で、事件の流れが複合過去形で述べられているので、正解はs'est évanouie.
2012年秋季実用フランス語検定準1級 << J'avais peur parce que j'avais conscience que j'étais vraiment en danger. J'(2 être) infirmiére jusqu'à 55 ans, alors je savais que ma situation était critique : personne ne pouvait m'aider puisque j'étais seulé >>, déclare-t-elle aux informations télévisées.	2. ai été 「看護婦だった」のは、「55歳まで」の機関であり、すでに完了したことを述べているわけですから、過去の状態を示す半過去形は入りません。また大過去形を入れるためには、同じ文中に「看護婦だった」過去の次の時点、すねわち「看護婦だった」過去と現在の間の時点が必要ですが、この文にはそれがありません。alors「だから」イカは、新たに現在を帰天として延べられている文ですので、前文に大過去形を導き出す手がかりとはならないのです。   半過去VS複合過去 ところが継続的な行為や反復的な行為であっても、その期間や回数が具体的であり、はっきり完了するとわかる場合には、複合過去形になります。
2012年秋季実用フランス語検定準1級 <<Une fois réveillée, j'ai essayé désespérément de faire comprendre à Johnny qu'il (3 devoir) m'apporter le téléphone. C'est alors que, à ma plus grande surprise, il s'est dirité vers le portable situé en hauteur, a abouyé puisa sauté pour le faire toumber. Une fois le téléphone au sol, il l'a poussé avec sa truffe((犬などの)鼻先) jusqu'à moi.>>	3. devait/devrait時制は、主節が複合過去ですから、従属説もこれに合わせて半過去形にするのが正解です。なお、過去における未来を表す条件法現在形でも正解になります。
2012年秋季実用フランス語検定準1級 Mais la dame réalise après coup qu'il faut ouvrir la porte d'entrée pour que les secours (4 pouvoir) pénétrer dans sa maison. <<C'est alors que j'ai demandé à Johnny de m'apporter mes carnets.	4. puissent  時制はpour queに続く従属説では接続法が使われます
"2012年秋季実用フランス語検定準1級 J'ai crié: ""Carnets!"" et il m'en a apporté quelques-uns dont celui qui (5 contenir) le numérp de téléphone de mes voisins qui ont un double de mes clés. Johnny m'a vraiment sauvé la vie>>, affirme-t-elle."	5.contient / contenait時制については、文全体は過去の時制ですが、問題の手帳自体には今でも隣人の電話番号が記されていますので、現在のcontienでも、過去の磁性に合わせてcontenaitでも正解です。 なお、dont以下の従属節では動詞が省略されていて「そのなかに〜がいる」という意味になり、Il y avait une vingtaine d'invités dont le père de Pierre.「20名ほどの招待客がいたが、そのなかにPierreのお父さんもいた」のように用いられます。
2013年秋季実用フランス語検定準1級 Samedi soir, je vonduisais le tramway qui dessert un quartier pauvre de la ville. Un collègue m'avait averti qu'un groupe de jeunes était rassemblé à la station suivante et m'(dire) d'être prudent. Avant d'arriver à la situation, j'ai aperçu une barrière de chantier déposée sur les rails. J'ai été obligé d'arrêter le tramway.	1.avait dit  時制をそろえること
2013年秋季実用フランス語検定準1級 A ce moment-là, une dizaine de jeunes se sont mis à jeter des pierres sur le tramway. J'ai ouvert les portes aux voyageurs en leur demandant d'évacuer les lieux tout de suite. Heureusement, aucun d'entre eux n'(blesser) en s'enfuyant.	2.a été blessé 完了した事実ですので、複合過去形となります。他の時制にした答案も見られましたが、完了した出来事が順番に語られている以上、複合過去形が適切です。ここで注意したいのはen s'enfuyant「逃げる際の」というジェロンディフです。これがなければ、問題の文は「運転手が避難を呼びかけた時点で、一人の乗客もけがをしていなかった」という状況説明になり得たでしょう。しかし逃げたことを示唆するジェロンディフがある以上、避難の際に怪我をしたか、しなかったか、が問題となります。したがって、複合過去以外の時制(est blessé était blessé avaient été blessés, avaient blessé)はいずれも不適切となります。
2013年秋季実用フランス語検定準1級 Entre-temps, un jeune avait enoyé un cocktail Molotov et le tramway avait pris feu. J'(pouvoir) fuir mais je me suis dit que, mes passagers (sortir), mon second devoir était de sauver le tramway puisque jen avais la responsablité. J'ai donc pris un extincteur pour éteindre les flammes.	3.aurais puai puにすると逃げたこととなり、avais puにすると逃げてしまったこととなる。4.étant sortis/sortisétaient sorisにした誤答が目立ちましたが、文の後半部を読むと、それが不適切だとわかります。mon second devoir était de sauver le tramwayという部分は、分店主が心に言い聞かせた内容だと推測できますあg、そうするとétaient sortisを入れて文が成り立つには、mon second devoirの前にet queが必要となるはずです。そもそもなぜje me suis ditのあとにカンマがあるのでしょう。この点に着目すれば、絶対分詞節という正解の緒がつかめます。絶対分詞節とは現在分詞や過去分詞が独自の主語を持つ文施設で、しばしば理由・原因を表します。正解は、étant sortisです。(sortantではなく複合系にすべきなのは、この時点で第一の義務であった乗客の避難が完了していると考えられるからです)。なお過去分詞sortisのみでも完了を意味するため、正解になります。
2013年秋季実用フランス語検定準1級 Ensuite, j'ai retiré la barrière déposée sur les rails. Bien que toujours entouré par les jeunes, j'ai voulu leur montrer que ce genre de comportements était inacceptable. J'ai ainsi démarré le tramway à toute allure. Après avoir passé trois stations, je (se sentir) soulagé de ne plus être dans ce quartier. Quand je suis rentré au bureau, il y avait la police qui m'a félicité et mes chefs m'attendaient aussi pour me dire bravo!	5: me suis senti  一つ一つ順序通りに完了した出来事や行為や感覚が述べられていますので、「ほっとしたのを感じる」という近くの時制も複合過去形にするのが適切です。
"2017年秋季実用フランス語検定準１級 (1)	A : Ayant écrit ce rapport précipitamment, il a oublié de parler de plusieurs choses. B : Dans sa (     ) à ce rapport, il a omis de mentionner plusieurs choses."	précipitation
"2017年秋季実用フランス語検定準１級 (2)	A : Cette moto a du mal à démarrer. B: Le (     ) de cette moto est difficile."	démarrage
"2017年秋季実用フランス語検定準１級 (3)	A : Il raisonne mal quand il s'agit de politique. B: Son (     ) politique ne tient pas toujours debout."	raisonnement  推論
"2017年秋季実用フランス語検定準１級 (4)	A : Quoique vous ayez avoué, je ne peux pas vous pardonner. B : Malgré vos (     ), vous êtes impardonnable."	aveux
"2017年秋季実用フランス語検定準１級  (5)	A : Ses explications sur cette affaire n'étaient pas précises . B : Il n'a pas expliqué cette affaire avec (     )."	précision
"2017年秋季実用フランス語検定準１級 (1)	A : À la cantine, le menu comprend une (     ), un plat et un dessert. B : On m'a refusé l'(     ) du restaurant car je n'étais pas bien habillé."	entrée
"2017年秋季実用フランス語検定準１級 (2)	A : Ce petit garçon sait déjà manier ses baguettes avec (     ). B : Donne-moi ton (     ), s'il te plaît."	adresse
"2017年秋季実用フランス語検定準１級 (3)	A : Ces derniers mois, on constate une amélioration (     ) de la situation économique. B : Vous êtes trop (     ) à la critique."	sensible
"2017年秋季実用フランス語検定準１級 (4)	A : Il faut faire (     ) vos bagages au moins une heure avant votre vol. B : Savez-vous comment (     ) des conversations téléphoniques avec un portable ?"	enregistrer
"2017年秋季実用フランス語検定準１級 (5)	A : Mon fils viens de (     ) son repas : il a dû trop manger. B : Pourriez-vous me (     ) le service de porter cette lettre à la post ?"	rendre
"2017年秋季実用フランス語検定準１級 (1)	Je compte Arnaud (     ) mes amis."	parmi
"2017年秋季実用フランス語検定準１級 (2)	Le malfaiteur s'est enfui (     ) toute vitesse."	à
"2017年秋季実用フランス語検定準１級 (3)	L'impôt (     ) le revenu est de plus en plus lourd."	sur
"2017年秋季実用フランス語検定準１級 (4)	Tu peux lui offrir n'importe quelles fleurs (     ) des roses."	sauf
"2017年秋季実用フランス語検定準１級 (5)	Voyez-vous ces documentes entassés (     ) pile dans son bureau ?"	en
2014年秋季実用フランス語検定準１級 C'est un péché de gourmandise qui a mis un terme à l'activé d'un gros SDF lyonnais de 55 ans. Il pourtait un beau manteau de fourrure et une élégante veste de grande marque, mais une chemise toute (déchirer) et un pantalon usé aux genoux.	déchirée
2014年秋季実用フランス語検定準１級 L'homme (interpeller) jeudi par les gendarmes alors qu'il mangeait des cerises dans une propriété privée, près d'Avignon.	a été interpellé
2014年秋季実用フランス語検定準１級 L'affaire (s'arrêter) là si les gendarmes n'avaient pas décourvert que le SDF était en fait recherché par la police pour deux raisons.	se serait arrêtée 条件節をみると、直接法大過去形が用いられていますので、主説では、代名動詞s'arrêterを条件法過去形に活用すれば良いとわかるでしょう。また主語が女性単数ですので、過去分詞を女性単数に性数一致させます。正解はse serait arrêtéeとなります。
2014年秋季実用フランス語検定準１級 La première, c'est que les tribunaux l'(condamner) à sept mins de prison qu'il n'avait jamais effectués.	avaient condamné 代名動詞l'とilは、ホームレスを指します。裁判所が主語なので、選ぶべき同士はcondamnerだと容易に気づけるでしょう。ただし最も多かった誤答がont condamnéです。しかし、ここではホームレスがサクランボを盗み食いしているところを職務質問された時点、すなわち過去のある時点ですでに完了している出来事(七ヶ月の禁固刑に処せられていること)を語っているわけですから、直接法大過去形が最も適切と言えます。
2014年秋季実用フランス語検定準１級 La seconde, c'est un mandat de recherche lancé dans le carde de l'enquête pour un vol commis dans les bureaux d'une entreprise strasbourgeoise. Le cambriolage s'était déroulé dans la nuit du 21 au 22 octobre 2013. L'individu, qui avait pris 3000 euros en espèces, avait laissé derrière lui queilques traces qui avaient permis de l'indentifier. Encore (falloir)-il le retrouver.	fallaitEncore faut-il+不定法で「とはいっても、〜すべきである」という意味になりますが、これでは「とはいえ、やはり本人をみつけるべきである」、すなわち犯人はまだ見つかっていない状況にあることになります。ただ、設問分を読みすすめると明らかになる通り、犯人はアヴィニョンでサクランボを盗み食いしているところを職務質問されたホームレスですから、矛盾が生じます。正解はfalloir の直接半過去形fallaitです。そうすると「強盗現場に痕跡は残されていたが、事件を解決するには、やはり痕跡だけでなく本人をみつけなければならなかった（そして、とうとう本人が発見された）」というニュアンスがでます。
2015年秋季実用フランス語検定準１級  « C'est une erreur énorme », avoue aujourd'hui le directeur de l'agence de presse britannique Peters, après (publier) hier l'annonce erronée de la mort de Watson Millerman, le président-directeur général de l'entreprise Millerman.  Que s'est-il donc passé dans la journée d'hier ?	avoir publié
2015年秋季実用フランス語検定準１級 Le matin, est parvenu à l'agence un appel selon lequel le président (décéder) dans sa résidence.  L'origine du coup de téléphone n'est pas connu.	serait décédé selonがあることからもわかるように、「電話によれば」という説明ですから、ここでは電文を表す条件法が最も適切です。ただし、語り手が「社長の死」を「事実」として捉えている可能性も完全には排除できないので直接法大過去のétait décédéも可としました。この同士はmourirの同義語で、複合系では助動詞にêtreをとります。avait décédéやa décédéのように、助動詞にavoirを用いた誤答が散見されました。助動詞をêtreとしたもののest décédéと直接法複合過去形の答案も見られました。「社長がなくなったらしい」ちう出来事は、「朝、電話がかかってきた」という出来事に先立って起こっていたわけですから、直接法を用いるのであれば第過去形にすべきです。
2015年秋季実用フランス語検定準１級 Aussitôt, le rédacteur a contacté le bureau local pour vérifier l'information.  Un journaliste a alors appelé le maire de Feltwell où résidait Watson Millerman. Une étonnante confusion (se produire) à ce moment-là.  Quand le journaliste lui a demandé confirmation de ce décès, le maire a certifié l'information.  Mais en fait, il parlait d'un autre homme dont le nom de famille de Watson.	s'est produite
"2015年秋季実用フランス語検定準１級 Cette personne, qui n'a rien à voir avec le patron de Millerman, était effectivement morte le matin même.  À la différence de ce que l'agence a rapporté plus tard, le maire n'a jamais admis qu'il (prononcer) le nom de Watson Millerman : « Le journaliste m'a demandé si Watson était mort.  J'ai dit : ""Oui.""  Je pensais qu'on parlait d'un autre Watson. »"	接続法過去は、内容がどうこうではなく、主節より前かどうかだけで判定する。 ait prononcé 主説で動詞admettreが否定表現を伴って用いられていますが、この場合、従属説では、接続法を用いるのが適切です。また、村長がWatson Millermanの名前を口にしたという行為は、そのことを決して認めなかったという行為よりもさらに前に完了している行為ですから、接続法過去形のait prononcéが正解となります。また、ここでは接続法が望ましいのですが、日常表現としては直接法第過去形も許容できますので、avait prononcéも可としました。実際の試験では、tromper「だます」を間違えてa trompéとした誤答が多く見られました。これは文意から「まちがえて」という意味と勘違いしたものと思われますが、その意味でならば代名動詞se tromperが用いられるはずです。
2015年秋季実用フランス語検定準１級 L'industriel, lui, avait pris une journée de vacances.  Même ses proches ne pouvaient pas le joindre, parce qu'il (couper) son portable pour être tranquille.  Il a fini par apprendre la nouvelle de sa mort, mais après tout le monde.	avait coupé   近親者が連絡を取ろうとした過去のある時点において、携帯電話を切る行為がすでに完了していたのですから大過去形が適切で、a coupéのような直接法複合過去形は入りません。
2016年秋季実用フランス語検定準１級 Anne a longtemps travaillé à Washington comme médecin.  Elle (téléphoner) de temps en temps à sa fille qui habite à Paris mais, en raison du prix élevé des communications, elle se contentait souvent de lui envoyer des lettres.	téléphonait 多くの回答が正しい動詞téléphonerを選んだものの、直接法複合過去形a téléphonéや直接法大過去形avait téléphonéとしてしまった誤答が見られました。この文の直前にある文が複合過去形であったために、同じ時制にしてしまったのでしょうが、直前にある文の複合過去形は、引っ越ししてパリ近郊にすむようになったAnnaがかつてはワシントンで働いていたという、すでに完了した過去のことを述べているので複合過去形で書かれているものです。一方でこの文ではse contentaitという半過去形があることからも理解されるように、過去の習慣が述べられています。したがってこのカッコには半過去形しか入りません。appelaitとした答案も散見されましたが、動詞appelerならばsa filleが直接目的語となるはずです。
2016年秋季実用フランス語検定準１級 Après avoir définitivement arrêté de travailler il y a un mois, elle a quitté la capitale américaine et (s'installer) dans les environs de Paris afin de se rapprocher de sa fille.  Elle a demandé l'ouverture d'une ligne téléphonique pour communiquer plus facilement avec elle.	s'est installée 直前にelle a quittéと直接法複合過去形がありますから、時制を見抜くことは難しくないはずです。小野代名動詞は複合過去形で主語の整数と過去分詞が一致しますが、Anneが女性の名詞であることに気づけばカッコでは過去分詞に整数の一致があることに思いが至ることでしょう。
2016年秋季実用フランス語検定準１級 Malheusement, le numéro qui lui a été attribué appartenait avant à un vétérinaire qui (prendre) lui aussi sa retraite quelques mois auparavant.  Résultat : Anne reçoit régulièrement des appels de personnes qui demandent une consultation pour leur animaux.	avait pris   このカッコには大過去形が入ることを理解した答案は多かったです。
2016年秋季実用フランス語検定準１級 Les gens sollicitent son avis pour leur chien, leur chat ou leur cheval.  Une fois, il a fallu qu'elle (répondre) en pleine nuit à un appel urgent, à cause de poissons rouges qui ne bougeaient plus!	répondeこの文では主節でil fautが直接法複合過去形il a falluの形で用いられており、que以下の従属説では接続法を用いるのが適切です。ただし、主節が過去の時制であっても、現在では接続法半過去形répondîtの使用は避けられ、かわりに接続法現在が使われますから、ここではrépondeが正解となります。ait réponduと接続法複合過去形にした誤答が多く見られました。また、直接法複合過去形a réponduや直接法半過去形répondaitやrépondと書いた答案も目立ちました。
2016年秋季実用フランス語検定準１級 Toutefois, elle ne raccroche pas au nez des gens qui l'appellent.  « Ils sont tellement déséspérés, dit-elle, que je leur donne parfois quelques conseils.  Les médicaments sont souvent les mêmes pour les hommes et pour les animaux.  Si je recommençais ma vie, je (choisir) peut-être d'être vétérinaire. »	choisirais
2012年秋季実用フランス語検定準１級 Agit () le coup de l'émotion, ça peut coûter cher!	sous
2012年秋季実用フランス語検定準１級 Elle est insensible () les autres.	envers   sinsible àinsensible envers
2012年秋季実用フランス語検定準１級 Je me bournerai () dire qu'il n'est pas innocent.	àse bourner à で「〜にとどめる、限定する」
2012年秋季実用フランス語検定準１級 Notre ville est petite () la taille, mais elle est très belle.	parここでは「〜において、〜の面で」という意味
2012年秋季実用フランス語検定準１級 Victor s'est trompé () les intentions de son père.	sur  se tromper sur 〜で「〜に関して思い違いをするという意味」
2013年秋季実用フランス語検定準１級 Des vêtements ? Je m'en achèterai () nouveaux.	de  à nouveau 「あらためて、ちがったやり方で」de nouveau 「ふたたび、もう一度」
2013年秋季実用フランス語検定準１級 J'épargne () mes dépenses de nourriture pour déménager.	sur  épargnerは、目的語を取る場合は「〜を節約する」「〜を容赦する」surとともに用いると「〜なかから差し引いて、貯金する」という意味
2013年秋季実用フランス語検定準１級 Julien t'expliquera () détail le fonctionnement du système de sécurité.	enen détail 「くわしく」au détail 「小売で」
2013年秋季実用フランス語検定準１級 Les journalistes ont fait le parallèle () les deux attentats.	entrefaire un parallèle entre A et B 「AとBを区別する」
2013年秋季実用フランス語検定準１級 Lors des exercices, les soldats se mettent () plat ventre.	àà plat ventre 「腹ばい、うるぶせになって」à plat 「平らに」
2014年秋季実用フランス語検定準１級 A cause du soleil, les rideaux ont changé () couleur.	de
2014年秋季実用フランス語検定準１級 Béatrice a eu ces chaussures () presque rien.	pour  pour rien 「ただ同然で」「むだに、つまらない理由で」
2014年秋季実用フランス語検定準１級 Ils ont soulevé la voiture () plusieurs pour la déplacer.	àà plusierus 「何人かで一緒に」à 「〜人で、〜人一緒に」
2014年秋季実用フランス語検定準１級 Ma soeur est () l'incertitude la plus complète sur ce qu'elle fera plus tard.	dans状態、状況を表すdansの用法を理解しているか。Nous sommes dans l'attente de votre visite. 「あながたいらっしゃるのを待っています」Un enfant sur quatre vit dans la misère aux Etats-Unis.「アメリカでは子供の4人に1人が貧困の中で生活している」
2014年秋季実用フランス語検定準１級 On l'a crue () parole mais on a eu bien tort.	surcoire +人+ sur paroleで「ことばだけで…を信じる」
"2015年秋季実用フランス語検定準１級 (1)	De nos jours, beaucoup de jeunes et de moins jeunes exposent leur vie (     ) ligne."	en
"2015年秋季実用フランス語検定準１級 (2)	Irène est partie il y a un an, jour (     ) jour."	pour de jour en jour「日に日に、しだいに」jour après jour「毎日、来る日も来る日も」
"2015年秋季実用フランス語検定準１級 (3)	Je n'ai pas pu payer mon billet d'avion, parce que j'étais (     ) court d'argent."	à être à court de qc「〜を欠いている」
"2015年秋季実用フランス語検定準１級 (4)	L'augmentation des impôts varie (     ) les cas."	selonselon les circonstances, selon les cas
"2015年秋季実用フランス語検定準１級 (5)	Les policiers mènent une enquête (     ) les lieux du meutre."	sursur les lieux 「現場で」
"2016年秋季実用フランス語検定準１級	 (1)	Antoine vient manger chez moi tous les jours (     ) la moindre gêne."	sanssans gêne 「遠慮なく」
"2016年秋季実用フランス語検定準１級	 (2)	Il a ri (     ) la forme : en réalité il n'était pas du tout content."	pour la forme 「きまった形式や手続きに合わせるために」→「形式的に、形だけ」
"2016年秋季実用フランス語検定準１級	 (3)	La nouvelle proposition est pire que la précédente (     ) certains côtés."	parpar certains côtés
"2016年秋季実用フランス語検定準１級	 (4)	Les travaux se feront (     ) cinq étapes."	en parを入りそうに思われるが、「区間に区切って」en étapes「〜段階で、〜段階をかけて」
"2016年秋季実用フランス語検定準１級	 (5)	Ma position était difficilement supportable.  Il me fallait en sortir (     ) tout prix."	àà tout prix 「なんとしてでも」à aucun prix 「どんな値段でも、いかなる場合でも」
2016年秋季実用フランス語検定準１級 C'est une amie très () : elle me ramène toujours des cadeaux.  Il est obligé de rester à la maiuson à cause de sa santé ().  sじゃない	délicate 「デリケートな」「微妙な」「繊細さ」以外に「こまやかな」「思いやりのある」「虚弱な」という意味がある
2016年秋季実用フランス語検定準１級 Il faudra () nos prisonniers.  Je ne peux pas vous () votre carte de séjour.	délivrer「交付する、発行する」という意味livrer「配達する、引き渡す」やdélibérer「討議する、審議する」
2016年秋季実用フランス語検定準１級 La chatte d'Olivier est vraiment (), il la nourrit trop. Sa soeur a une () situation dans une entreprise de transports.	grossegrandeではない。grosseで「大変な、すごい」という意味がある
2016年秋季実用フランス語検定準１級 Plusiers pays ont déjà pris des () contre cette épidémie. Tout le monde me dit que mon fils a des () pour la musique.  mじゃない	disposition 才能、措置の意味
2016年秋季実用フランス語検定準１級 Selon le journal, un facteur aurait jeté une centaine de (). Votre cousin est_il professeur de ().	lettres
2013年秋季実用フランス語検定準１級 A:Ces () sont si difficiles que vous ne les comprendrez jamais. B:Le premier ministre n'est pas en bons () avec le président.	terms A:専門用語、B:間柄
2013年秋季実用フランス語検定準１級 A:Cette pomme n'est pas mûre, elle a encore un goût (). B:Leur négociation a été (), mais ils ont fini par se mettre d'accord.	âpre  A:えぐい、B:激しい、厳しいacide:発言が辛辣な
2013年秋季実用フランス語検定準１級 A:Il ne sait pas comment () la tente. B:On doit d'abord () la liste des choses à faire.	dresser  A:テントを組み立てる、B:文書を作成する
2013年秋季実用フランス語検定準１級 A:Il vaut mieux manger beaucoup de fruits (). B:Les matins sont encore () au début du printemps.	frais
2013年秋季実用フランス語検定準１級 A:L'employé m'a demandé de () mon identité. B:Paul n'a pas pu () l'invitation de son supérieur.	décliner  décliner son identité:身分を明らかにする
2014年秋季実用フランス語検定準１級 A:Alain bat la () en chantant. B:Il faut toujours garder la () quand on s'exprime publiquement.	mesure  battre la musure 拍子をとる
2014年秋季実用フランス語検定準１級 A:Ce pâtissier a mis ses diplômes dans des (). B:Dans cette société, même les () ont un salaire très bas.	cadres
2014年秋季実用フランス語検定準１級 A:C'est une () vérité, mais on doit l'accepter. B:<< Tu as vu ce film ? >> - << Oui, il n'est pas (). >>	terrible
2014年秋季実用フランス語検定準１級 A:Je vais d'abord () leur problème. B:Pouvez-vous nous () par chèque ?	régler
2014年秋季実用フランス語検定準１級 A:Le réalisateur va () son prochain film à Nice. B:Vous n'avez pas besoin de () la question dans tous les sens.	tourner
2017年秋季実用フランス語検定準１級 Le 16 avril, un Berlinois de 37 ans a été arrêté à l'aéroport de Munich.  Ses papiers d'identité étaient apparemment en règle.  Mais il les ( passer ) au micro-ondes.	avait passés   動詞を間違えた。時制はあっていた。
2017年秋季実用フランス語検定準１級 Selon un rapport de police cité par le Berliner Morgenpost, l'homme craignait que sa vie privée ( menacer ) à cause de la puce(チップ) intégrée dans les cartes d'identité allemandes depuis 2010.	soit ménacée 正解
2017年秋季実用フランス語検定準１級 Il avait donc mis la sienne au micro-ondes, afin de détruire toutes les données qui y ( contenir ).	étaient contenues 時制を間違えた（接続法じゃないの？）
2017年秋季実用フランス語検定準１級 Mais d'après la loi allemande, les documents d'identité sont la propriété de l'État.  Il risque ainsi une peine de prison pour ( modifier ) illégalement des documents officiels. Cette pratique surprenante n'est pas en Allemagne le fait d'un seul individu particulièrement préoccupé par la protection de ses données personnelles.  En cherchant un peu sur Internet, on trouve des vidéos où des cartes d'identité explosent littéralement dans des micro-ondes.	avoir modifié 時制も動詞も間違い
2017年秋季実用フランス語検定準１級 Les Français les plus inquiets n'( avoir ) pas à suivre les exemples allemends avant un moment.  En France, le lancement de la carte électronique est régulièrement repoussé depuis 2012.	auront   時制も動詞も間違い
2017年秋季実用フランス語検定準１級 Qu'est-ce que l'école « hors contrat » ?  C'est une catégorie de l'enseignement dont on parle peu car elle représente une (   1   ) de l'offre d'enseignement en France：57 000 élèves ( soit 0,5 % de tous les élèves ) suivent leur scolarité dans les écoles dites « hors contrat », c'est-à-dire sans aucun lien financier avec l'Éducation nationale.  1 belle opportunité 2 part minuscule 3 valeur positive	2
2017年秋季実用フランス語検定準１級 (   2   ) marginaux, ces lieux d'enseignement inhabituels sont plus nombreux qu'avant. 1 Comme ils sont 2 Quand ils paraissent 3 S'ils restent	3
2017年秋季実用フランス語検定準１級 Ces écoles hors contrat, qui ne reçoivent pas de subventions publiques, ont une gestion totalement autonome.  Elles embauchent (   3   ) comme enseignants, sans condition de diplôme.  En France, la liberté d'enseignement est considérée comme fondamentale.  Trois lois, adoptées à la fin du 19e siècle et au début du 20e, en fixent les modes dans une philosophie très libérale : n'importe qui, à condition d'avoir le bac et plus de 21 ans, peut ouvrir une école. 1 ce qu'elles désirent 2 ceux qu'elles souhaitent 3 ceux qui le veulent	2
